prompt,color,estilo,elemento,posicion,color_enc,estilo_enc,elemento_enc,posicion_enc
"Diseñar camiseta: elemento gráfico lobo, color azul, estilo minimalista, ubicación espalda",azul,minimalista,lobo,espalda,0,1,4,1
"Diseño de camiseta: gráfico de guitarra, color blanco, estilo deportivo, posición esquina",blanco,deportivo,guitarra,esquina,1,0,3,2
"Quiero diseño de calavera en camiseta color gris, estilo vintage, ubicado en espalda",gris,vintage,calavera,espalda,2,4,1,1
"Camiseta de color negro, diseño de montaña, estilo minimalista, zona centrado",negro,minimalista,montaña,centrado,3,1,5,0
"Camiseta de color gris, diseño de montaña, estilo vintage, zona esquina",gris,vintage,montaña,esquina,2,4,5,2
"Quiero estampado de texto en zona espalda, color rojo, estilo urbano",rojo,urbano,texto,espalda,4,3,7,1
"Quiero diseño de águila en camiseta color verde, estilo urbano, ubicado en pecho",verde,urbano,águila,pecho,5,3,8,3
"Diseño para camiseta: águila en posición pecho, color gris, estilo visual vintage",gris,vintage,águila,pecho,2,4,8,3
"Diseño para camiseta: texto en posición centrado, color gris, estilo visual urbano",gris,urbano,texto,centrado,2,3,7,0
"Camiseta con imagen de sol, color azul, estilo minimalista, posición centrado",azul,minimalista,sol,centrado,0,1,6,0
"Quiero estampado de montaña en zona espalda, color blanco, estilo minimalista",blanco,minimalista,montaña,espalda,1,1,5,1
"Quiero una camiseta con diseño de texto en estilo minimalista, color verde, posición espalda",verde,minimalista,texto,espalda,5,1,7,1
"Quiero una camiseta con diseño de texto en estilo retro, color azul, posición espalda",azul,retro,texto,espalda,0,2,7,1
"Quiero diseño de árbol en camiseta color rojo, estilo urbano, ubicado en centrado",rojo,urbano,árbol,centrado,4,3,9,0
"Quiero estampado de águila en zona pecho, color azul, estilo urbano",azul,urbano,águila,pecho,0,3,8,3
"Quiero diseño de texto en camiseta color negro, estilo retro, ubicado en espalda",negro,retro,texto,espalda,3,2,7,1
"Camiseta color negro, estilo deportivo, con estampado de automóvil en zona espalda",negro,deportivo,automóvil,espalda,3,0,0,1
"Crear camiseta de estilo minimalista con motivo de texto en color rojo, zona pecho",rojo,minimalista,texto,pecho,4,1,7,3
"Diseño para camiseta: lobo en posición espalda, color rojo, estilo visual vintage",rojo,vintage,lobo,espalda,4,4,4,1
"Quiero estampado de texto en zona pecho, color gris, estilo vintage",gris,vintage,texto,pecho,2,4,7,3
"Diseño para camiseta: texto en posición espalda, color blanco, estilo visual minimalista",blanco,minimalista,texto,espalda,1,1,7,1
"Quiero estampado de calavera en zona esquina, color blanco, estilo minimalista",blanco,minimalista,calavera,esquina,1,1,1,2
"Quiero diseño de calavera en camiseta color rojo, estilo retro, ubicado en pecho",rojo,retro,calavera,pecho,4,2,1,3
Camiseta de color verde con motivo deportivo de dragón en la zona espalda,verde,deportivo,dragón,espalda,5,0,2,1
"Quiero estampado de dragón en zona pecho, color gris, estilo urbano",gris,urbano,dragón,pecho,2,3,2,3
"Diseño de camiseta: gráfico de árbol, color rojo, estilo minimalista, posición centrado",rojo,minimalista,árbol,centrado,4,1,9,0
"Camiseta con imagen de árbol, color negro, estilo minimalista, posición centrado",negro,minimalista,árbol,centrado,3,1,9,0
"Camiseta de color blanco, diseño de dragón, estilo vintage, zona esquina",blanco,vintage,dragón,esquina,1,4,2,2
"Necesito una camiseta con gráfico de montaña en zona espalda, color azul, estilo urbano",azul,urbano,montaña,espalda,0,3,5,1
"Generar camiseta de estilo vintage, color rojo, imagen de águila en zona espalda",rojo,vintage,águila,espalda,4,4,8,1
"Diseño de camiseta: gráfico de águila, color negro, estilo urbano, posición pecho",negro,urbano,águila,pecho,3,3,8,3
"Camiseta con imagen de dragón, color verde, estilo minimalista, posición esquina",verde,minimalista,dragón,esquina,5,1,2,2
"Quiero estampado de águila en zona esquina, color negro, estilo retro",negro,retro,águila,esquina,3,2,8,2
"Crear camiseta de estilo vintage con motivo de árbol en color verde, zona centrado",verde,vintage,árbol,centrado,5,4,9,0
"Diseñar camiseta: elemento gráfico guitarra, color rojo, estilo minimalista, ubicación espalda",rojo,minimalista,guitarra,espalda,4,1,3,1
"Crear camiseta de estilo minimalista con motivo de dragón en color negro, zona espalda",negro,minimalista,dragón,espalda,3,1,2,1
"Generar camiseta de estilo minimalista, color blanco, imagen de lobo en zona esquina",blanco,minimalista,lobo,esquina,1,1,4,2
"Camiseta color negro, estilo minimalista, con estampado de automóvil en zona esquina",negro,minimalista,automóvil,esquina,3,1,0,2
"Diseño de camiseta: gráfico de automóvil, color blanco, estilo urbano, posición espalda",blanco,urbano,automóvil,espalda,1,3,0,1
"Quiero una camiseta con diseño de dragón en estilo minimalista, color blanco, posición espalda",blanco,minimalista,dragón,espalda,1,1,2,1
"Camiseta color gris, estilo deportivo, con estampado de lobo en zona espalda",gris,deportivo,lobo,espalda,2,0,4,1
"Camiseta de color rojo, diseño de guitarra, estilo deportivo, zona esquina",rojo,deportivo,guitarra,esquina,4,0,3,2
"Camiseta color negro, estilo deportivo, con estampado de águila en zona pecho",negro,deportivo,águila,pecho,3,0,8,3
"Generar camiseta de estilo vintage, color rojo, imagen de águila en zona pecho",rojo,vintage,águila,pecho,4,4,8,3
"Camiseta color rojo, estilo vintage, con estampado de montaña en zona espalda",rojo,vintage,montaña,espalda,4,4,5,1
"Diseño para camiseta: lobo en posición pecho, color blanco, estilo visual vintage",blanco,vintage,lobo,pecho,1,4,4,3
"Diseño para camiseta: montaña en posición pecho, color verde, estilo visual vintage",verde,vintage,montaña,pecho,5,4,5,3
"Generar camiseta de estilo urbano, color blanco, imagen de sol en zona centrado",blanco,urbano,sol,centrado,1,3,6,0
"Diseñar camiseta: elemento gráfico calavera, color rojo, estilo deportivo, ubicación espalda",rojo,deportivo,calavera,espalda,4,0,1,1
"Diseño para camiseta: automóvil en posición espalda, color negro, estilo visual urbano",negro,urbano,automóvil,espalda,3,3,0,1
"Camiseta color rojo, estilo vintage, con estampado de montaña en zona pecho",rojo,vintage,montaña,pecho,4,4,5,3
"Camiseta con imagen de automóvil, color negro, estilo vintage, posición esquina",negro,vintage,automóvil,esquina,3,4,0,2
"Generar camiseta de estilo vintage, color negro, imagen de montaña en zona espalda",negro,vintage,montaña,espalda,3,4,5,1
Camiseta de color verde con motivo minimalista de automóvil en la zona esquina,verde,minimalista,automóvil,esquina,5,1,0,2
"Quiero diseño de sol en camiseta color verde, estilo retro, ubicado en esquina",verde,retro,sol,esquina,5,2,6,2
"Crear camiseta de estilo deportivo con motivo de árbol en color negro, zona pecho",negro,deportivo,árbol,pecho,3,0,9,3
"Quiero diseño de dragón en camiseta color rojo, estilo vintage, ubicado en esquina",rojo,vintage,dragón,esquina,4,4,2,2
"Crear camiseta de estilo retro con motivo de águila en color blanco, zona esquina",blanco,retro,águila,esquina,1,2,8,2
"Diseño para camiseta: automóvil en posición esquina, color rojo, estilo visual urbano",rojo,urbano,automóvil,esquina,4,3,0,2
"Camiseta color azul, estilo retro, con estampado de árbol en zona espalda",azul,retro,árbol,espalda,0,2,9,1
"Diseñar camiseta: elemento gráfico guitarra, color negro, estilo vintage, ubicación pecho",negro,vintage,guitarra,pecho,3,4,3,3
Camiseta de color azul con motivo retro de montaña en la zona espalda,azul,retro,montaña,espalda,0,2,5,1
"Diseño de camiseta: gráfico de águila, color gris, estilo vintage, posición espalda",gris,vintage,águila,espalda,2,4,8,1
"Quiero diseño de texto en camiseta color blanco, estilo urbano, ubicado en pecho",blanco,urbano,texto,pecho,1,3,7,3
"Quiero estampado de lobo en zona esquina, color blanco, estilo deportivo",blanco,deportivo,lobo,esquina,1,0,4,2
"Diseño para camiseta: águila en posición esquina, color verde, estilo visual minimalista",verde,minimalista,águila,esquina,5,1,8,2
"Quiero diseño de águila en camiseta color gris, estilo urbano, ubicado en espalda",gris,urbano,águila,espalda,2,3,8,1
"Camiseta color rojo, estilo deportivo, con estampado de montaña en zona pecho",rojo,deportivo,montaña,pecho,4,0,5,3
"Diseño para camiseta: guitarra en posición espalda, color azul, estilo visual vintage",azul,vintage,guitarra,espalda,0,4,3,1
"Crear camiseta de estilo retro con motivo de árbol en color blanco, zona esquina",blanco,retro,árbol,esquina,1,2,9,2
"Camiseta con imagen de sol, color gris, estilo retro, posición espalda",gris,retro,sol,espalda,2,2,6,1
"Diseñar camiseta: elemento gráfico lobo, color negro, estilo urbano, ubicación pecho",negro,urbano,lobo,pecho,3,3,4,3
"Crear camiseta de estilo vintage con motivo de guitarra en color verde, zona pecho",verde,vintage,guitarra,pecho,5,4,3,3
"Camiseta color gris, estilo deportivo, con estampado de automóvil en zona centrado",gris,deportivo,automóvil,centrado,2,0,0,0
"Quiero estampado de automóvil en zona espalda, color blanco, estilo retro",blanco,retro,automóvil,espalda,1,2,0,1
"Camiseta color blanco, estilo minimalista, con estampado de texto en zona esquina",blanco,minimalista,texto,esquina,1,1,7,2
"Necesito una camiseta con gráfico de lobo en zona espalda, color blanco, estilo retro",blanco,retro,lobo,espalda,1,2,4,1
"Camiseta con imagen de dragón, color verde, estilo deportivo, posición esquina",verde,deportivo,dragón,esquina,5,0,2,2
"Diseñar camiseta: elemento gráfico sol, color negro, estilo deportivo, ubicación espalda",negro,deportivo,sol,espalda,3,0,6,1
"Quiero diseño de lobo en camiseta color gris, estilo minimalista, ubicado en centrado",gris,minimalista,lobo,centrado,2,1,4,0
"Diseño de camiseta: gráfico de águila, color azul, estilo deportivo, posición esquina",azul,deportivo,águila,esquina,0,0,8,2
"Camiseta con imagen de calavera, color gris, estilo retro, posición centrado",gris,retro,calavera,centrado,2,2,1,0
"Diseñar camiseta: elemento gráfico águila, color gris, estilo minimalista, ubicación espalda",gris,minimalista,águila,espalda,2,1,8,1
"Camiseta color negro, estilo retro, con estampado de lobo en zona espalda",negro,retro,lobo,espalda,3,2,4,1
"Camiseta con estampado de texto, color principal negro, estilo visual urbano, zona centrado",negro,urbano,texto,centrado,3,3,7,0
"Camiseta con imagen de sol, color gris, estilo minimalista, posición esquina",gris,minimalista,sol,esquina,2,1,6,2
"Quiero estampado de águila en zona centrado, color gris, estilo deportivo",gris,deportivo,águila,centrado,2,0,8,0
"Camiseta con imagen de texto, color azul, estilo vintage, posición centrado",azul,vintage,texto,centrado,0,4,7,0
"Quiero una camiseta con diseño de sol en estilo urbano, color verde, posición centrado",verde,urbano,sol,centrado,5,3,6,0
"Diseñar camiseta: elemento gráfico guitarra, color rojo, estilo urbano, ubicación centrado",rojo,urbano,guitarra,centrado,4,3,3,0
"Camiseta de color gris, diseño de montaña, estilo deportivo, zona pecho",gris,deportivo,montaña,pecho,2,0,5,3
"Quiero estampado de montaña en zona esquina, color gris, estilo minimalista",gris,minimalista,montaña,esquina,2,1,5,2
"Generar camiseta de estilo retro, color negro, imagen de montaña en zona pecho",negro,retro,montaña,pecho,3,2,5,3
"Crear camiseta de estilo retro con motivo de automóvil en color blanco, zona esquina",blanco,retro,automóvil,esquina,1,2,0,2
"Camiseta con imagen de calavera, color gris, estilo retro, posición espalda",gris,retro,calavera,espalda,2,2,1,1
"Diseño para camiseta: automóvil en posición centrado, color rojo, estilo visual urbano",rojo,urbano,automóvil,centrado,4,3,0,0
"Crear camiseta de estilo retro con motivo de calavera en color azul, zona espalda",azul,retro,calavera,espalda,0,2,1,1
"Crear camiseta de estilo deportivo con motivo de sol en color verde, zona pecho",verde,deportivo,sol,pecho,5,0,6,3
"Camiseta con estampado de guitarra, color principal blanco, estilo visual urbano, zona pecho",blanco,urbano,guitarra,pecho,1,3,3,3
"Quiero diseño de calavera en camiseta color verde, estilo minimalista, ubicado en esquina",verde,minimalista,calavera,esquina,5,1,1,2
"Crear camiseta de estilo retro con motivo de sol en color azul, zona pecho",azul,retro,sol,pecho,0,2,6,3
"Quiero diseño de guitarra en camiseta color rojo, estilo deportivo, ubicado en espalda",rojo,deportivo,guitarra,espalda,4,0,3,1
"Camiseta con estampado de águila, color principal verde, estilo visual deportivo, zona espalda",verde,deportivo,águila,espalda,5,0,8,1
"Diseño de camiseta: gráfico de texto, color negro, estilo vintage, posición esquina",negro,vintage,texto,esquina,3,4,7,2
"Camiseta con estampado de águila, color principal gris, estilo visual vintage, zona pecho",gris,vintage,águila,pecho,2,4,8,3
"Camiseta con imagen de automóvil, color negro, estilo minimalista, posición centrado",negro,minimalista,automóvil,centrado,3,1,0,0
"Diseño de camiseta: gráfico de águila, color azul, estilo minimalista, posición esquina",azul,minimalista,águila,esquina,0,1,8,2
"Quiero diseño de montaña en camiseta color rojo, estilo urbano, ubicado en esquina",rojo,urbano,montaña,esquina,4,3,5,2
"Camiseta con estampado de automóvil, color principal gris, estilo visual urbano, zona pecho",gris,urbano,automóvil,pecho,2,3,0,3
"Diseño para camiseta: lobo en posición espalda, color verde, estilo visual vintage",verde,vintage,lobo,espalda,5,4,4,1
"Diseño de camiseta: gráfico de automóvil, color gris, estilo retro, posición espalda",gris,retro,automóvil,espalda,2,2,0,1
"Quiero estampado de dragón en zona pecho, color azul, estilo retro",azul,retro,dragón,pecho,0,2,2,3
"Generar camiseta de estilo minimalista, color verde, imagen de guitarra en zona centrado",verde,minimalista,guitarra,centrado,5,1,3,0
Camiseta de color rojo con motivo deportivo de guitarra en la zona pecho,rojo,deportivo,guitarra,pecho,4,0,3,3
"Diseñar camiseta: elemento gráfico árbol, color gris, estilo urbano, ubicación esquina",gris,urbano,árbol,esquina,2,3,9,2
"Necesito una camiseta con gráfico de calavera en zona centrado, color verde, estilo retro",verde,retro,calavera,centrado,5,2,1,0
"Necesito una camiseta con gráfico de sol en zona centrado, color azul, estilo vintage",azul,vintage,sol,centrado,0,4,6,0
"Crear camiseta de estilo deportivo con motivo de lobo en color azul, zona espalda",azul,deportivo,lobo,espalda,0,0,4,1
"Quiero diseño de dragón en camiseta color rojo, estilo vintage, ubicado en espalda",rojo,vintage,dragón,espalda,4,4,2,1
Camiseta de color verde con motivo retro de calavera en la zona espalda,verde,retro,calavera,espalda,5,2,1,1
Camiseta de color blanco con motivo vintage de águila en la zona espalda,blanco,vintage,águila,espalda,1,4,8,1
"Diseño de camiseta: gráfico de águila, color gris, estilo retro, posición pecho",gris,retro,águila,pecho,2,2,8,3
"Diseñar camiseta: elemento gráfico montaña, color blanco, estilo minimalista, ubicación esquina",blanco,minimalista,montaña,esquina,1,1,5,2
"Diseño de camiseta: gráfico de águila, color verde, estilo retro, posición espalda",verde,retro,águila,espalda,5,2,8,1
"Diseño de camiseta: gráfico de automóvil, color azul, estilo retro, posición pecho",azul,retro,automóvil,pecho,0,2,0,3
"Crear camiseta de estilo vintage con motivo de árbol en color gris, zona pecho",gris,vintage,árbol,pecho,2,4,9,3
"Camiseta color gris, estilo deportivo, con estampado de sol en zona espalda",gris,deportivo,sol,espalda,2,0,6,1
"Quiero estampado de lobo en zona esquina, color gris, estilo deportivo",gris,deportivo,lobo,esquina,2,0,4,2
"Camiseta color negro, estilo vintage, con estampado de sol en zona pecho",negro,vintage,sol,pecho,3,4,6,3
"Camiseta con imagen de montaña, color azul, estilo retro, posición esquina",azul,retro,montaña,esquina,0,2,5,2
"Necesito una camiseta con gráfico de guitarra en zona esquina, color blanco, estilo retro",blanco,retro,guitarra,esquina,1,2,3,2
"Necesito una camiseta con gráfico de montaña en zona centrado, color rojo, estilo vintage",rojo,vintage,montaña,centrado,4,4,5,0
"Camiseta de color gris, diseño de calavera, estilo minimalista, zona espalda",gris,minimalista,calavera,espalda,2,1,1,1
"Camiseta color verde, estilo vintage, con estampado de sol en zona esquina",verde,vintage,sol,esquina,5,4,6,2
"Diseño de camiseta: gráfico de texto, color negro, estilo minimalista, posición esquina",negro,minimalista,texto,esquina,3,1,7,2
"Quiero estampado de montaña en zona pecho, color gris, estilo vintage",gris,vintage,montaña,pecho,2,4,5,3
"Quiero diseño de águila en camiseta color azul, estilo retro, ubicado en pecho",azul,retro,águila,pecho,0,2,8,3
"Diseñar camiseta: elemento gráfico montaña, color azul, estilo retro, ubicación esquina",azul,retro,montaña,esquina,0,2,5,2
"Camiseta color azul, estilo urbano, con estampado de sol en zona pecho",azul,urbano,sol,pecho,0,3,6,3
"Crear camiseta de estilo vintage con motivo de águila en color blanco, zona pecho",blanco,vintage,águila,pecho,1,4,8,3
"Diseño para camiseta: calavera en posición centrado, color azul, estilo visual vintage",azul,vintage,calavera,centrado,0,4,1,0
"Camiseta con estampado de dragón, color principal blanco, estilo visual retro, zona pecho",blanco,retro,dragón,pecho,1,2,2,3
"Camiseta con estampado de calavera, color principal negro, estilo visual minimalista, zona espalda",negro,minimalista,calavera,espalda,3,1,1,1
"Quiero estampado de automóvil en zona esquina, color verde, estilo vintage",verde,vintage,automóvil,esquina,5,4,0,2
"Crear camiseta de estilo deportivo con motivo de calavera en color blanco, zona esquina",blanco,deportivo,calavera,esquina,1,0,1,2
"Diseño para camiseta: sol en posición esquina, color azul, estilo visual vintage",azul,vintage,sol,esquina,0,4,6,2
"Generar camiseta de estilo deportivo, color azul, imagen de dragón en zona centrado",azul,deportivo,dragón,centrado,0,0,2,0
"Generar camiseta de estilo vintage, color verde, imagen de dragón en zona esquina",verde,vintage,dragón,esquina,5,4,2,2
"Diseñar camiseta: elemento gráfico automóvil, color verde, estilo vintage, ubicación centrado",verde,vintage,automóvil,centrado,5,4,0,0
"Generar camiseta de estilo retro, color verde, imagen de automóvil en zona centrado",verde,retro,automóvil,centrado,5,2,0,0
"Quiero diseño de guitarra en camiseta color blanco, estilo retro, ubicado en centrado",blanco,retro,guitarra,centrado,1,2,3,0
"Diseñar camiseta: elemento gráfico automóvil, color gris, estilo deportivo, ubicación centrado",gris,deportivo,automóvil,centrado,2,0,0,0
"Diseñar camiseta: elemento gráfico árbol, color blanco, estilo retro, ubicación centrado",blanco,retro,árbol,centrado,1,2,9,0
"Necesito una camiseta con gráfico de texto en zona espalda, color verde, estilo retro",verde,retro,texto,espalda,5,2,7,1
"Quiero una camiseta con diseño de águila en estilo urbano, color rojo, posición pecho",rojo,urbano,águila,pecho,4,3,8,3
"Generar camiseta de estilo minimalista, color verde, imagen de texto en zona esquina",verde,minimalista,texto,esquina,5,1,7,2
"Camiseta con estampado de guitarra, color principal negro, estilo visual minimalista, zona pecho",negro,minimalista,guitarra,pecho,3,1,3,3
"Camiseta color azul, estilo deportivo, con estampado de dragón en zona centrado",azul,deportivo,dragón,centrado,0,0,2,0
"Diseñar camiseta: elemento gráfico guitarra, color gris, estilo deportivo, ubicación pecho",gris,deportivo,guitarra,pecho,2,0,3,3
"Diseño de camiseta: gráfico de automóvil, color azul, estilo urbano, posición centrado",azul,urbano,automóvil,centrado,0,3,0,0
"Quiero una camiseta con diseño de automóvil en estilo urbano, color negro, posición espalda",negro,urbano,automóvil,espalda,3,3,0,1
"Crear camiseta de estilo urbano con motivo de texto en color blanco, zona esquina",blanco,urbano,texto,esquina,1,3,7,2
"Camiseta con estampado de lobo, color principal rojo, estilo visual vintage, zona centrado",rojo,vintage,lobo,centrado,4,4,4,0
"Diseño de camiseta: gráfico de lobo, color azul, estilo vintage, posición esquina",azul,vintage,lobo,esquina,0,4,4,2
"Diseñar camiseta: elemento gráfico lobo, color gris, estilo urbano, ubicación espalda",gris,urbano,lobo,espalda,2,3,4,1
"Diseño para camiseta: dragón en posición pecho, color negro, estilo visual deportivo",negro,deportivo,dragón,pecho,3,0,2,3
"Diseño de camiseta: gráfico de sol, color blanco, estilo vintage, posición espalda",blanco,vintage,sol,espalda,1,4,6,1
"Diseño de camiseta: gráfico de montaña, color gris, estilo retro, posición centrado",gris,retro,montaña,centrado,2,2,5,0
"Diseño para camiseta: sol en posición esquina, color blanco, estilo visual vintage",blanco,vintage,sol,esquina,1,4,6,2
"Camiseta con estampado de guitarra, color principal gris, estilo visual vintage, zona centrado",gris,vintage,guitarra,centrado,2,4,3,0
"Necesito una camiseta con gráfico de árbol en zona esquina, color azul, estilo vintage",azul,vintage,árbol,esquina,0,4,9,2
"Diseño de camiseta: gráfico de guitarra, color verde, estilo deportivo, posición esquina",verde,deportivo,guitarra,esquina,5,0,3,2
"Necesito una camiseta con gráfico de sol en zona espalda, color verde, estilo vintage",verde,vintage,sol,espalda,5,4,6,1
"Quiero una camiseta con diseño de calavera en estilo vintage, color azul, posición pecho",azul,vintage,calavera,pecho,0,4,1,3
"Crear camiseta de estilo urbano con motivo de sol en color azul, zona pecho",azul,urbano,sol,pecho,0,3,6,3
"Quiero una camiseta con diseño de calavera en estilo retro, color negro, posición espalda",negro,retro,calavera,espalda,3,2,1,1
"Generar camiseta de estilo minimalista, color azul, imagen de calavera en zona espalda",azul,minimalista,calavera,espalda,0,1,1,1
"Quiero una camiseta con diseño de calavera en estilo urbano, color negro, posición espalda",negro,urbano,calavera,espalda,3,3,1,1
"Quiero estampado de lobo en zona centrado, color gris, estilo urbano",gris,urbano,lobo,centrado,2,3,4,0
"Generar camiseta de estilo urbano, color azul, imagen de sol en zona pecho",azul,urbano,sol,pecho,0,3,6,3
"Quiero diseño de montaña en camiseta color azul, estilo retro, ubicado en pecho",azul,retro,montaña,pecho,0,2,5,3
"Camiseta con estampado de texto, color principal rojo, estilo visual retro, zona centrado",rojo,retro,texto,centrado,4,2,7,0
"Necesito una camiseta con gráfico de lobo en zona esquina, color azul, estilo minimalista",azul,minimalista,lobo,esquina,0,1,4,2
"Camiseta color blanco, estilo urbano, con estampado de sol en zona esquina",blanco,urbano,sol,esquina,1,3,6,2
Camiseta de color gris con motivo minimalista de montaña en la zona espalda,gris,minimalista,montaña,espalda,2,1,5,1
"Generar camiseta de estilo deportivo, color azul, imagen de montaña en zona espalda",azul,deportivo,montaña,espalda,0,0,5,1
"Quiero estampado de árbol en zona centrado, color rojo, estilo vintage",rojo,vintage,árbol,centrado,4,4,9,0
"Quiero una camiseta con diseño de calavera en estilo deportivo, color blanco, posición esquina",blanco,deportivo,calavera,esquina,1,0,1,2
"Camiseta color gris, estilo urbano, con estampado de águila en zona espalda",gris,urbano,águila,espalda,2,3,8,1
"Diseño de camiseta: gráfico de automóvil, color blanco, estilo deportivo, posición espalda",blanco,deportivo,automóvil,espalda,1,0,0,1
"Diseñar camiseta: elemento gráfico águila, color blanco, estilo minimalista, ubicación centrado",blanco,minimalista,águila,centrado,1,1,8,0
"Diseño para camiseta: calavera en posición espalda, color negro, estilo visual vintage",negro,vintage,calavera,espalda,3,4,1,1
"Camiseta color gris, estilo retro, con estampado de lobo en zona esquina",gris,retro,lobo,esquina,2,2,4,2
"Diseño de camiseta: gráfico de automóvil, color rojo, estilo minimalista, posición espalda",rojo,minimalista,automóvil,espalda,4,1,0,1
"Quiero estampado de automóvil en zona pecho, color azul, estilo retro",azul,retro,automóvil,pecho,0,2,0,3
"Diseñar camiseta: elemento gráfico texto, color negro, estilo deportivo, ubicación centrado",negro,deportivo,texto,centrado,3,0,7,0
"Diseño para camiseta: águila en posición centrado, color blanco, estilo visual retro",blanco,retro,águila,centrado,1,2,8,0
"Necesito una camiseta con gráfico de calavera en zona espalda, color blanco, estilo vintage",blanco,vintage,calavera,espalda,1,4,1,1
"Diseño de camiseta: gráfico de guitarra, color verde, estilo retro, posición centrado",verde,retro,guitarra,centrado,5,2,3,0
"Crear camiseta de estilo deportivo con motivo de lobo en color negro, zona pecho",negro,deportivo,lobo,pecho,3,0,4,3
"Camiseta color blanco, estilo minimalista, con estampado de sol en zona espalda",blanco,minimalista,sol,espalda,1,1,6,1
"Crear camiseta de estilo urbano con motivo de sol en color rojo, zona espalda",rojo,urbano,sol,espalda,4,3,6,1
Camiseta de color verde con motivo vintage de águila en la zona espalda,verde,vintage,águila,espalda,5,4,8,1
Camiseta de color negro con motivo deportivo de montaña en la zona pecho,negro,deportivo,montaña,pecho,3,0,5,3
"Crear camiseta de estilo deportivo con motivo de dragón en color verde, zona espalda",verde,deportivo,dragón,espalda,5,0,2,1
"Quiero una camiseta con diseño de dragón en estilo retro, color gris, posición esquina",gris,retro,dragón,esquina,2,2,2,2
"Quiero una camiseta con diseño de guitarra en estilo urbano, color negro, posición espalda",negro,urbano,guitarra,espalda,3,3,3,1
"Quiero una camiseta con diseño de guitarra en estilo vintage, color negro, posición espalda",negro,vintage,guitarra,espalda,3,4,3,1
"Necesito una camiseta con gráfico de calavera en zona pecho, color negro, estilo deportivo",negro,deportivo,calavera,pecho,3,0,1,3
"Camiseta color blanco, estilo minimalista, con estampado de montaña en zona pecho",blanco,minimalista,montaña,pecho,1,1,5,3
"Diseñar camiseta: elemento gráfico texto, color rojo, estilo vintage, ubicación esquina",rojo,vintage,texto,esquina,4,4,7,2
Camiseta de color negro con motivo minimalista de dragón en la zona espalda,negro,minimalista,dragón,espalda,3,1,2,1
"Camiseta color blanco, estilo deportivo, con estampado de texto en zona espalda",blanco,deportivo,texto,espalda,1,0,7,1
"Diseño de camiseta: gráfico de dragón, color blanco, estilo minimalista, posición pecho",blanco,minimalista,dragón,pecho,1,1,2,3
"Quiero estampado de guitarra en zona centrado, color rojo, estilo minimalista",rojo,minimalista,guitarra,centrado,4,1,3,0
"Diseño para camiseta: lobo en posición pecho, color verde, estilo visual urbano",verde,urbano,lobo,pecho,5,3,4,3
"Diseñar camiseta: elemento gráfico montaña, color verde, estilo urbano, ubicación espalda",verde,urbano,montaña,espalda,5,3,5,1
"Diseño para camiseta: sol en posición espalda, color negro, estilo visual deportivo",negro,deportivo,sol,espalda,3,0,6,1
Camiseta de color verde con motivo urbano de dragón en la zona espalda,verde,urbano,dragón,espalda,5,3,2,1
"Quiero una camiseta con diseño de sol en estilo retro, color negro, posición espalda",negro,retro,sol,espalda,3,2,6,1
"Camiseta con estampado de árbol, color principal rojo, estilo visual deportivo, zona espalda",rojo,deportivo,árbol,espalda,4,0,9,1
"Crear camiseta de estilo urbano con motivo de águila en color rojo, zona pecho",rojo,urbano,águila,pecho,4,3,8,3
Camiseta de color blanco con motivo urbano de árbol en la zona centrado,blanco,urbano,árbol,centrado,1,3,9,0
"Quiero una camiseta con diseño de calavera en estilo vintage, color rojo, posición esquina",rojo,vintage,calavera,esquina,4,4,1,2
"Camiseta con imagen de lobo, color negro, estilo minimalista, posición esquina",negro,minimalista,lobo,esquina,3,1,4,2
"Crear camiseta de estilo urbano con motivo de águila en color gris, zona esquina",gris,urbano,águila,esquina,2,3,8,2
"Diseñar camiseta: elemento gráfico sol, color azul, estilo retro, ubicación centrado",azul,retro,sol,centrado,0,2,6,0
"Camiseta con imagen de texto, color verde, estilo urbano, posición pecho",verde,urbano,texto,pecho,5,3,7,3
"Quiero una camiseta con diseño de sol en estilo deportivo, color blanco, posición espalda",blanco,deportivo,sol,espalda,1,0,6,1
"Camiseta color rojo, estilo vintage, con estampado de sol en zona esquina",rojo,vintage,sol,esquina,4,4,6,2
"Diseño de camiseta: gráfico de dragón, color negro, estilo urbano, posición pecho",negro,urbano,dragón,pecho,3,3,2,3
Camiseta de color gris con motivo vintage de águila en la zona espalda,gris,vintage,águila,espalda,2,4,8,1
"Quiero una camiseta con diseño de calavera en estilo minimalista, color blanco, posición espalda",blanco,minimalista,calavera,espalda,1,1,1,1
"Camiseta con estampado de dragón, color principal rojo, estilo visual minimalista, zona esquina",rojo,minimalista,dragón,esquina,4,1,2,2
"Diseño de camiseta: gráfico de calavera, color azul, estilo vintage, posición esquina",azul,vintage,calavera,esquina,0,4,1,2
"Camiseta color blanco, estilo vintage, con estampado de dragón en zona pecho",blanco,vintage,dragón,pecho,1,4,2,3
"Quiero una camiseta con diseño de lobo en estilo minimalista, color negro, posición pecho",negro,minimalista,lobo,pecho,3,1,4,3
"Camiseta con estampado de texto, color principal blanco, estilo visual urbano, zona esquina",blanco,urbano,texto,esquina,1,3,7,2
"Crear camiseta de estilo deportivo con motivo de calavera en color verde, zona pecho",verde,deportivo,calavera,pecho,5,0,1,3
