prompt,color,estilo,elemento,posicion
"Camiseta con imagen de texto, color gris, estilo minimalista, posición esquina",gris,minimalista,texto,esquina
"Crear camiseta de estilo minimalista con motivo de texto en color gris, zona espalda",gris,minimalista,texto,espalda
"Necesito una camiseta con gráfico de montaña en zona centrado, color gris, estilo vintage",gris,vintage,montaña,centrado
"Quiero estampado de montaña en zona pecho, color gris, estilo vintage",gris,vintage,montaña,pecho
"Camiseta de color gris, diseño de montaña, estilo vintage, zona esquina",gris,vintage,montaña,esquina
"Quiero estampado de montaña en zona espalda, color gris, estilo vintage",gris,vintage,montaña,espalda
"Camiseta con estampado de guitarra, color principal gris, estilo visual vintage, zona centrado",gris,vintage,guitarra,centrado
"Quiero una camiseta con diseño de guitarra en estilo vintage, color gris, posición pecho",gris,vintage,guitarra,pecho
"Camiseta con estampado de guitarra, color principal gris, estilo visual vintage, zona esquina",gris,vintage,guitarra,esquina
"Crear camiseta de estilo vintage con motivo de guitarra en color gris, zona espalda",gris,vintage,guitarra,espalda
"Diseño para camiseta: calavera en posición centrado, color gris, estilo visual vintage",gris,vintage,calavera,centrado
"Camiseta color gris, estilo vintage, con estampado de calavera en zona pecho",gris,vintage,calavera,pecho
"Quiero estampado de calavera en zona esquina, color gris, estilo vintage",gris,vintage,calavera,esquina
Camiseta de color gris con motivo vintage de calavera en la zona espalda,gris,vintage,calavera,espalda
"Camiseta con estampado de lobo, color principal gris, estilo visual vintage, zona centrado",gris,vintage,lobo,centrado
"Crear camiseta de estilo vintage con motivo de lobo en color gris, zona pecho",gris,vintage,lobo,pecho
"Camiseta color gris, estilo vintage, con estampado de lobo en zona esquina",gris,vintage,lobo,esquina
"Diseño de camiseta: gráfico de lobo, color gris, estilo vintage, posición espalda",gris,vintage,lobo,espalda
"Crear camiseta de estilo vintage con motivo de águila en color gris, zona centrado",gris,vintage,águila,centrado
"Camiseta color gris, estilo vintage, con estampado de águila en zona pecho",gris,vintage,águila,pecho
"Camiseta color gris, estilo vintage, con estampado de águila en zona esquina",gris,vintage,águila,esquina
Camiseta de color gris con motivo vintage de águila en la zona espalda,gris,vintage,águila,espalda
"Camiseta de color gris, diseño de sol, estilo vintage, zona centrado",gris,vintage,sol,centrado
"Quiero una camiseta con diseño de sol en estilo vintage, color gris, posición pecho",gris,vintage,sol,pecho
"Necesito una camiseta con gráfico de sol en zona esquina, color gris, estilo vintage",gris,vintage,sol,esquina
"Camiseta con estampado de sol, color principal gris, estilo visual vintage, zona espalda",gris,vintage,sol,espalda
"Diseño para camiseta: árbol en posición centrado, color gris, estilo visual vintage",gris,vintage,árbol,centrado
"Crear camiseta de estilo vintage con motivo de árbol en color gris, zona pecho",gris,vintage,árbol,pecho
"Camiseta con estampado de árbol, color principal gris, estilo visual vintage, zona esquina",gris,vintage,árbol,esquina
"Necesito una camiseta con gráfico de árbol en zona espalda, color gris, estilo vintage",gris,vintage,árbol,espalda
"Diseño de camiseta: gráfico de automóvil, color gris, estilo vintage, posición centrado",gris,vintage,automóvil,centrado
"Camiseta con imagen de automóvil, color gris, estilo vintage, posición pecho",gris,vintage,automóvil,pecho
"Generar camiseta de estilo vintage, color gris, imagen de automóvil en zona esquina",gris,vintage,automóvil,esquina
"Camiseta color gris, estilo vintage, con estampado de automóvil en zona espalda",gris,vintage,automóvil,espalda
"Quiero estampado de dragón en zona centrado, color gris, estilo vintage",gris,vintage,dragón,centrado
"Quiero estampado de dragón en zona pecho, color gris, estilo vintage",gris,vintage,dragón,pecho
"Generar camiseta de estilo vintage, color gris, imagen de dragón en zona esquina",gris,vintage,dragón,esquina
"Diseño para camiseta: dragón en posición espalda, color gris, estilo visual vintage",gris,vintage,dragón,espalda
"Crear camiseta de estilo vintage con motivo de texto en color gris, zona centrado",gris,vintage,texto,centrado
"Quiero estampado de texto en zona pecho, color gris, estilo vintage",gris,vintage,texto,pecho
"Generar camiseta de estilo vintage, color gris, imagen de texto en zona esquina",gris,vintage,texto,esquina
"Generar camiseta de estilo vintage, color gris, imagen de texto en zona espalda",gris,vintage,texto,espalda
"Crear camiseta de estilo urbano con motivo de montaña en color gris, zona centrado",gris,urbano,montaña,centrado
"Camiseta color gris, estilo urbano, con estampado de montaña en zona pecho",gris,urbano,montaña,pecho
"Necesito una camiseta con gráfico de montaña en zona esquina, color gris, estilo urbano",gris,urbano,montaña,esquina
"Necesito una camiseta con gráfico de montaña en zona espalda, color gris, estilo urbano",gris,urbano,montaña,espalda
"Necesito una camiseta con gráfico de guitarra en zona centrado, color gris, estilo urbano",gris,urbano,guitarra,centrado
"Camiseta con estampado de guitarra, color principal gris, estilo visual urbano, zona pecho",gris,urbano,guitarra,pecho
"Quiero una camiseta con diseño de guitarra en estilo urbano, color gris, posición esquina",gris,urbano,guitarra,esquina
"Crear camiseta de estilo urbano con motivo de guitarra en color gris, zona espalda",gris,urbano,guitarra,espalda
"Camiseta con estampado de calavera, color principal gris, estilo visual urbano, zona centrado",gris,urbano,calavera,centrado
"Generar camiseta de estilo urbano, color gris, imagen de calavera en zona pecho",gris,urbano,calavera,pecho
"Quiero una camiseta con diseño de calavera en estilo urbano, color gris, posición esquina",gris,urbano,calavera,esquina
"Crear camiseta de estilo urbano con motivo de calavera en color gris, zona espalda",gris,urbano,calavera,espalda
"Quiero estampado de lobo en zona centrado, color gris, estilo urbano",gris,urbano,lobo,centrado
Camiseta de color gris con motivo urbano de lobo en la zona pecho,gris,urbano,lobo,pecho
"Crear camiseta de estilo urbano con motivo de lobo en color gris, zona esquina",gris,urbano,lobo,esquina
"Diseñar camiseta: elemento gráfico lobo, color gris, estilo urbano, ubicación espalda",gris,urbano,lobo,espalda
"Camiseta con estampado de águila, color principal gris, estilo visual urbano, zona centrado",gris,urbano,águila,centrado
"Camiseta con estampado de águila, color principal gris, estilo visual urbano, zona pecho",gris,urbano,águila,pecho
"Crear camiseta de estilo urbano con motivo de águila en color gris, zona esquina",gris,urbano,águila,esquina
"Camiseta color gris, estilo urbano, con estampado de águila en zona espalda",gris,urbano,águila,espalda
"Necesito una camiseta con gráfico de sol en zona centrado, color gris, estilo urbano",gris,urbano,sol,centrado
"Crear camiseta de estilo urbano con motivo de sol en color gris, zona pecho",gris,urbano,sol,pecho
"Camiseta con imagen de sol, color gris, estilo urbano, posición esquina",gris,urbano,sol,esquina
Camiseta de color gris con motivo urbano de sol en la zona espalda,gris,urbano,sol,espalda
"Quiero estampado de árbol en zona centrado, color gris, estilo urbano",gris,urbano,árbol,centrado
"Camiseta con imagen de árbol, color gris, estilo urbano, posición pecho",gris,urbano,árbol,pecho
"Necesito una camiseta con gráfico de árbol en zona esquina, color gris, estilo urbano",gris,urbano,árbol,esquina
"Quiero una camiseta con diseño de árbol en estilo urbano, color gris, posición espalda",gris,urbano,árbol,espalda
"Quiero diseño de automóvil en camiseta color gris, estilo urbano, ubicado en centrado",gris,urbano,automóvil,centrado
"Camiseta con estampado de automóvil, color principal gris, estilo visual urbano, zona pecho",gris,urbano,automóvil,pecho
"Necesito una camiseta con gráfico de automóvil en zona esquina, color gris, estilo urbano",gris,urbano,automóvil,esquina
"Camiseta con estampado de automóvil, color principal gris, estilo visual urbano, zona espalda",gris,urbano,automóvil,espalda
"Generar camiseta de estilo urbano, color gris, imagen de dragón en zona centrado",gris,urbano,dragón,centrado
"Diseñar camiseta: elemento gráfico dragón, color gris, estilo urbano, ubicación pecho",gris,urbano,dragón,pecho
"Necesito una camiseta con gráfico de dragón en zona esquina, color gris, estilo urbano",gris,urbano,dragón,esquina
"Camiseta de color gris, diseño de dragón, estilo urbano, zona espalda",gris,urbano,dragón,espalda
"Crear camiseta de estilo urbano con motivo de texto en color gris, zona centrado",gris,urbano,texto,centrado
"Quiero estampado de texto en zona pecho, color gris, estilo urbano",gris,urbano,texto,pecho
"Diseñar camiseta: elemento gráfico texto, color gris, estilo urbano, ubicación esquina",gris,urbano,texto,esquina
"Necesito una camiseta con gráfico de texto en zona espalda, color gris, estilo urbano",gris,urbano,texto,espalda
"Camiseta de color gris, diseño de montaña, estilo deportivo, zona centrado",gris,deportivo,montaña,centrado
"Camiseta de color gris, diseño de montaña, estilo deportivo, zona pecho",gris,deportivo,montaña,pecho
"Quiero estampado de montaña en zona esquina, color gris, estilo deportivo",gris,deportivo,montaña,esquina
"Necesito una camiseta con gráfico de montaña en zona espalda, color gris, estilo deportivo",gris,deportivo,montaña,espalda
"Crear camiseta de estilo deportivo con motivo de guitarra en color gris, zona centrado",gris,deportivo,guitarra,centrado
"Diseñar camiseta: elemento gráfico guitarra, color gris, estilo deportivo, ubicación pecho",gris,deportivo,guitarra,pecho
"Diseño de camiseta: gráfico de guitarra, color gris, estilo deportivo, posición esquina",gris,deportivo,guitarra,esquina
"Quiero diseño de guitarra en camiseta color gris, estilo deportivo, ubicado en espalda",gris,deportivo,guitarra,espalda
Camiseta de color gris con motivo deportivo de calavera en la zona centrado,gris,deportivo,calavera,centrado
"Camiseta color gris, estilo deportivo, con estampado de calavera en zona pecho",gris,deportivo,calavera,pecho
"Quiero una camiseta con diseño de calavera en estilo deportivo, color gris, posición esquina",gris,deportivo,calavera,esquina
"Quiero diseño de calavera en camiseta color gris, estilo deportivo, ubicado en espalda",gris,deportivo,calavera,espalda
"Camiseta de color gris, diseño de lobo, estilo deportivo, zona centrado",gris,deportivo,lobo,centrado
"Camiseta con imagen de lobo, color gris, estilo deportivo, posición pecho",gris,deportivo,lobo,pecho
"Necesito una camiseta con gráfico de lobo en zona esquina, color gris, estilo deportivo",gris,deportivo,lobo,esquina
"Camiseta color gris, estilo deportivo, con estampado de lobo en zona espalda",gris,deportivo,lobo,espalda
"Camiseta color gris, estilo deportivo, con estampado de águila en zona centrado",gris,deportivo,águila,centrado
"Camiseta color gris, estilo deportivo, con estampado de águila en zona pecho",gris,deportivo,águila,pecho
"Generar camiseta de estilo deportivo, color gris, imagen de águila en zona esquina",gris,deportivo,águila,esquina
"Diseñar camiseta: elemento gráfico águila, color gris, estilo deportivo, ubicación espalda",gris,deportivo,águila,espalda
"Camiseta de color gris, diseño de sol, estilo deportivo, zona centrado",gris,deportivo,sol,centrado
"Necesito una camiseta con gráfico de sol en zona pecho, color gris, estilo deportivo",gris,deportivo,sol,pecho
"Quiero diseño de sol en camiseta color gris, estilo deportivo, ubicado en esquina",gris,deportivo,sol,esquina
"Camiseta color gris, estilo deportivo, con estampado de sol en zona espalda",gris,deportivo,sol,espalda
"Quiero una camiseta con diseño de árbol en estilo deportivo, color gris, posición centrado",gris,deportivo,árbol,centrado
"Quiero diseño de árbol en camiseta color gris, estilo deportivo, ubicado en pecho",gris,deportivo,árbol,pecho
"Quiero una camiseta con diseño de árbol en estilo deportivo, color gris, posición esquina",gris,deportivo,árbol,esquina
"Diseño para camiseta: árbol en posición espalda, color gris, estilo visual deportivo",gris,deportivo,árbol,espalda
"Camiseta color gris, estilo deportivo, con estampado de automóvil en zona centrado",gris,deportivo,automóvil,centrado
"Quiero una camiseta con diseño de automóvil en estilo deportivo, color gris, posición pecho",gris,deportivo,automóvil,pecho
"Camiseta con imagen de automóvil, color gris, estilo deportivo, posición esquina",gris,deportivo,automóvil,esquina
"Diseño de camiseta: gráfico de automóvil, color gris, estilo deportivo, posición espalda",gris,deportivo,automóvil,espalda
"Diseño de camiseta: gráfico de dragón, color gris, estilo deportivo, posición centrado",gris,deportivo,dragón,centrado
"Camiseta de color gris, diseño de dragón, estilo deportivo, zona pecho",gris,deportivo,dragón,pecho
"Diseñar camiseta: elemento gráfico dragón, color gris, estilo deportivo, ubicación esquina",gris,deportivo,dragón,esquina
"Diseñar camiseta: elemento gráfico dragón, color gris, estilo deportivo, ubicación espalda",gris,deportivo,dragón,espalda
Camiseta de color gris con motivo deportivo de texto en la zona centrado,gris,deportivo,texto,centrado
"Camiseta con imagen de texto, color gris, estilo deportivo, posición pecho",gris,deportivo,texto,pecho
"Necesito una camiseta con gráfico de texto en zona esquina, color gris, estilo deportivo",gris,deportivo,texto,esquina
"Quiero una camiseta con diseño de texto en estilo deportivo, color gris, posición espalda",gris,deportivo,texto,espalda
"Camiseta con estampado de montaña, color principal gris, estilo visual retro, zona centrado",gris,retro,montaña,centrado
"Quiero una camiseta con diseño de montaña en estilo retro, color gris, posición pecho",gris,retro,montaña,pecho
"Quiero estampado de montaña en zona esquina, color gris, estilo retro",gris,retro,montaña,esquina
Camiseta de color gris con motivo retro de montaña en la zona espalda,gris,retro,montaña,espalda
"Diseño para camiseta: guitarra en posición centrado, color gris, estilo visual retro",gris,retro,guitarra,centrado
"Camiseta con imagen de guitarra, color gris, estilo retro, posición pecho",gris,retro,guitarra,pecho
"Camiseta con imagen de guitarra, color gris, estilo retro, posición esquina",gris,retro,guitarra,esquina
Camiseta de color gris con motivo retro de guitarra en la zona espalda,gris,retro,guitarra,espalda
"Camiseta con imagen de calavera, color gris, estilo retro, posición centrado",gris,retro,calavera,centrado
"Camiseta con estampado de calavera, color principal gris, estilo visual retro, zona pecho",gris,retro,calavera,pecho
Camiseta de color gris con motivo retro de calavera en la zona esquina,gris,retro,calavera,esquina
"Quiero estampado de calavera en zona espalda, color gris, estilo retro",gris,retro,calavera,espalda
"Diseño para camiseta: lobo en posición centrado, color gris, estilo visual retro",gris,retro,lobo,centrado
"Camiseta color gris, estilo retro, con estampado de lobo en zona pecho",gris,retro,lobo,pecho
"Camiseta color gris, estilo retro, con estampado de lobo en zona esquina",gris,retro,lobo,esquina
"Necesito una camiseta con gráfico de lobo en zona espalda, color gris, estilo retro",gris,retro,lobo,espalda
"Quiero diseño de águila en camiseta color gris, estilo retro, ubicado en centrado",gris,retro,águila,centrado
"Camiseta con imagen de águila, color gris, estilo retro, posición pecho",gris,retro,águila,pecho
"Diseño para camiseta: águila en posición esquina, color gris, estilo visual retro",gris,retro,águila,esquina
"Necesito una camiseta con gráfico de águila en zona espalda, color gris, estilo retro",gris,retro,águila,espalda
"Camiseta con imagen de sol, color gris, estilo retro, posición centrado",gris,retro,sol,centrado
"Camiseta con imagen de sol, color gris, estilo retro, posición pecho",gris,retro,sol,pecho
"Camiseta de color gris, diseño de sol, estilo retro, zona esquina",gris,retro,sol,esquina
"Camiseta con imagen de sol, color gris, estilo retro, posición espalda",gris,retro,sol,espalda
"Crear camiseta de estilo retro con motivo de árbol en color gris, zona centrado",gris,retro,árbol,centrado
"Quiero una camiseta con diseño de árbol en estilo retro, color gris, posición pecho",gris,retro,árbol,pecho
Camiseta de color gris con motivo retro de árbol en la zona esquina,gris,retro,árbol,esquina
"Camiseta con estampado de árbol, color principal gris, estilo visual retro, zona espalda",gris,retro,árbol,espalda
"Diseño de camiseta: gráfico de automóvil, color gris, estilo retro, posición centrado",gris,retro,automóvil,centrado
"Camiseta con estampado de automóvil, color principal gris, estilo visual retro, zona pecho",gris,retro,automóvil,pecho
"Necesito una camiseta con gráfico de automóvil en zona esquina, color gris, estilo retro",gris,retro,automóvil,esquina
"Diseño de camiseta: gráfico de automóvil, color gris, estilo retro, posición espalda",gris,retro,automóvil,espalda
"Quiero una camiseta con diseño de dragón en estilo retro, color gris, posición centrado",gris,retro,dragón,centrado
"Diseñar camiseta: elemento gráfico dragón, color gris, estilo retro, ubicación pecho",gris,retro,dragón,pecho
"Camiseta con estampado de dragón, color principal gris, estilo visual retro, zona esquina",gris,retro,dragón,esquina
"Diseñar camiseta: elemento gráfico dragón, color gris, estilo retro, ubicación espalda",gris,retro,dragón,espalda
"Quiero estampado de texto en zona centrado, color gris, estilo retro",gris,retro,texto,centrado
"Quiero una camiseta con diseño de texto en estilo retro, color gris, posición pecho",gris,retro,texto,pecho
"Diseñar camiseta: elemento gráfico texto, color gris, estilo retro, ubicación esquina",gris,retro,texto,esquina
"Camiseta de color gris, diseño de texto, estilo retro, zona espalda",gris,retro,texto,espalda
"Diseño para camiseta: guitarra en posición espalda, color azul, estilo visual retro",azul,retro,guitarra,espalda
"Camiseta color negro, estilo minimalista, con estampado de automóvil en zona esquina",negro,minimalista,automóvil,esquina
"Crear camiseta de estilo deportivo con motivo de calavera en color blanco, zona esquina",blanco,deportivo,calavera,esquina
"Camiseta con imagen de árbol, color blanco, estilo vintage, posición espalda",blanco,vintage,árbol,espalda
"Camiseta color verde, estilo urbano, con estampado de montaña en zona espalda",verde,urbano,montaña,espalda
"Necesito una camiseta con gráfico de lobo en zona centrado, color verde, estilo minimalista",verde,minimalista,lobo,centrado
"Camiseta de color gris, diseño de automóvil, estilo vintage, zona esquina",gris,vintage,automóvil,esquina
"Camiseta con estampado de árbol, color principal negro, estilo visual urbano, zona centrado",negro,urbano,árbol,centrado
"Necesito una camiseta con gráfico de árbol en zona esquina, color rojo, estilo urbano",rojo,urbano,árbol,esquina
"Crear camiseta de estilo minimalista con motivo de dragón en color negro, zona espalda",negro,minimalista,dragón,espalda
"Necesito una camiseta con gráfico de sol en zona esquina, color blanco, estilo vintage",blanco,vintage,sol,esquina
"Crear camiseta de estilo minimalista con motivo de guitarra en color azul, zona esquina",azul,minimalista,guitarra,esquina
"Quiero diseño de automóvil en camiseta color negro, estilo minimalista, ubicado en espalda",negro,minimalista,automóvil,espalda
"Camiseta color blanco, estilo minimalista, con estampado de texto en zona esquina",blanco,minimalista,texto,esquina
"Quiero una camiseta con diseño de águila en estilo retro, color azul, posición espalda",azul,retro,águila,espalda
"Diseño de camiseta: gráfico de lobo, color azul, estilo vintage, posición pecho",azul,vintage,lobo,pecho
"Camiseta con estampado de árbol, color principal blanco, estilo visual vintage, zona centrado",blanco,vintage,árbol,centrado
"Necesito una camiseta con gráfico de árbol en zona espalda, color azul, estilo urbano",azul,urbano,árbol,espalda
Camiseta de color verde con motivo retro de calavera en la zona espalda,verde,retro,calavera,espalda
Camiseta de color negro con motivo minimalista de guitarra en la zona espalda,negro,minimalista,guitarra,espalda
"Diseño de camiseta: gráfico de guitarra, color verde, estilo retro, posición esquina",verde,retro,guitarra,esquina
"Camiseta con imagen de texto, color verde, estilo minimalista, posición pecho",verde,minimalista,texto,pecho
"Diseño de camiseta: gráfico de calavera, color rojo, estilo minimalista, posición centrado",rojo,minimalista,calavera,centrado
Camiseta de color negro con motivo retro de árbol en la zona esquina,negro,retro,árbol,esquina
"Camiseta con estampado de automóvil, color principal gris, estilo visual deportivo, zona centrado",gris,deportivo,automóvil,centrado
"Diseño para camiseta: montaña en posición espalda, color rojo, estilo visual minimalista",rojo,minimalista,montaña,espalda
"Quiero una camiseta con diseño de automóvil en estilo urbano, color negro, posición espalda",negro,urbano,automóvil,espalda
"Quiero estampado de texto en zona centrado, color negro, estilo urbano",negro,urbano,texto,centrado
"Camiseta con estampado de águila, color principal gris, estilo visual minimalista, zona centrado",gris,minimalista,águila,centrado
"Diseño de camiseta: gráfico de guitarra, color azul, estilo deportivo, posición centrado",azul,deportivo,guitarra,centrado
"Diseñar camiseta: elemento gráfico calavera, color verde, estilo retro, ubicación centrado",verde,retro,calavera,centrado
"Necesito una camiseta con gráfico de dragón en zona espalda, color verde, estilo vintage",verde,vintage,dragón,espalda
"Quiero diseño de montaña en camiseta color azul, estilo vintage, ubicado en espalda",azul,vintage,montaña,espalda
"Diseñar camiseta: elemento gráfico guitarra, color gris, estilo retro, ubicación espalda",gris,retro,guitarra,espalda
"Quiero una camiseta con diseño de lobo en estilo vintage, color rojo, posición esquina",rojo,vintage,lobo,esquina
"Camiseta de color azul, diseño de sol, estilo vintage, zona esquina",azul,vintage,sol,esquina
"Diseñar camiseta: elemento gráfico dragón, color verde, estilo retro, ubicación espalda",verde,retro,dragón,espalda
Camiseta de color azul con motivo deportivo de sol en la zona esquina,azul,deportivo,sol,esquina
"Necesito una camiseta con gráfico de dragón en zona esquina, color gris, estilo minimalista",gris,minimalista,dragón,esquina
"Camiseta con imagen de lobo, color azul, estilo urbano, posición centrado",azul,urbano,lobo,centrado
"Crear camiseta de estilo vintage con motivo de guitarra en color verde, zona pecho",verde,vintage,guitarra,pecho
"Quiero diseño de lobo en camiseta color negro, estilo vintage, ubicado en esquina",negro,vintage,lobo,esquina
"Camiseta con imagen de dragón, color blanco, estilo vintage, posición pecho",blanco,vintage,dragón,pecho
"Necesito una camiseta con gráfico de árbol en zona espalda, color blanco, estilo deportivo",blanco,deportivo,árbol,espalda
"Camiseta color negro, estilo urbano, con estampado de lobo en zona espalda",negro,urbano,lobo,espalda
"Quiero una camiseta con diseño de texto en estilo vintage, color blanco, posición espalda",blanco,vintage,texto,espalda
"Camiseta color negro, estilo deportivo, con estampado de montaña en zona pecho",negro,deportivo,montaña,pecho
"Crear camiseta de estilo deportivo con motivo de lobo en color blanco, zona pecho",blanco,deportivo,lobo,pecho
"Necesito una camiseta con gráfico de montaña en zona esquina, color azul, estilo retro",azul,retro,montaña,esquina
"Crear camiseta de estilo minimalista con motivo de texto en color rojo, zona pecho",rojo,minimalista,texto,pecho
"Diseño para camiseta: guitarra en posición centrado, color rojo, estilo visual vintage",rojo,vintage,guitarra,centrado
"Necesito una camiseta con gráfico de calavera en zona espalda, color blanco, estilo vintage",blanco,vintage,calavera,espalda
"Quiero estampado de montaña en zona centrado, color blanco, estilo deportivo",blanco,deportivo,montaña,centrado
"Quiero estampado de montaña en zona espalda, color gris, estilo deportivo",gris,deportivo,montaña,espalda
"Camiseta color azul, estilo retro, con estampado de águila en zona pecho",azul,retro,águila,pecho
"Camiseta color azul, estilo deportivo, con estampado de calavera en zona esquina",azul,deportivo,calavera,esquina
"Quiero una camiseta con diseño de guitarra en estilo minimalista, color blanco, posición pecho",blanco,minimalista,guitarra,pecho
"Camiseta con imagen de dragón, color verde, estilo vintage, posición esquina",verde,vintage,dragón,esquina
"Camiseta de color negro, diseño de texto, estilo retro, zona centrado",negro,retro,texto,centrado
"Diseño para camiseta: lobo en posición espalda, color rojo, estilo visual vintage",rojo,vintage,lobo,espalda
"Crear camiseta de estilo retro con motivo de árbol en color gris, zona espalda",gris,retro,árbol,espalda
"Generar camiseta de estilo retro, color azul, imagen de guitarra en zona espalda",azul,retro,guitarra,espalda
"Camiseta con imagen de automóvil, color azul, estilo vintage, posición centrado",azul,vintage,automóvil,centrado
"Necesito una camiseta con gráfico de sol en zona pecho, color verde, estilo minimalista",verde,minimalista,sol,pecho
"Camiseta de color gris, diseño de calavera, estilo minimalista, zona espalda",gris,minimalista,calavera,espalda
"Quiero una camiseta con diseño de calavera en estilo deportivo, color verde, posición espalda",verde,deportivo,calavera,espalda
"Camiseta con estampado de dragón, color principal blanco, estilo visual vintage, zona esquina",blanco,vintage,dragón,esquina
"Diseño de camiseta: gráfico de texto, color negro, estilo minimalista, posición esquina",negro,minimalista,texto,esquina
"Quiero diseño de águila en camiseta color blanco, estilo retro, ubicado en esquina",blanco,retro,águila,esquina
"Quiero diseño de montaña en camiseta color blanco, estilo deportivo, ubicado en pecho",blanco,deportivo,montaña,pecho
"Camiseta con imagen de lobo, color blanco, estilo vintage, posición pecho",blanco,vintage,lobo,pecho
"Camiseta con imagen de calavera, color gris, estilo deportivo, posición espalda",gris,deportivo,calavera,espalda
"Camiseta de color gris, diseño de calavera, estilo vintage, zona espalda",gris,vintage,calavera,espalda
Camiseta de color blanco con motivo retro de águila en la zona pecho,blanco,retro,águila,pecho
"Diseño de camiseta: gráfico de árbol, color azul, estilo retro, posición esquina",azul,retro,árbol,esquina
"Quiero diseño de dragón en camiseta color rojo, estilo vintage, ubicado en esquina",rojo,vintage,dragón,esquina
"Necesito una camiseta con gráfico de águila en zona pecho, color gris, estilo urbano",gris,urbano,águila,pecho
"Camiseta con imagen de automóvil, color rojo, estilo deportivo, posición esquina",rojo,deportivo,automóvil,esquina
"Camiseta de color blanco, diseño de texto, estilo urbano, zona pecho",blanco,urbano,texto,pecho
Camiseta de color blanco con motivo urbano de lobo en la zona espalda,blanco,urbano,lobo,espalda
Camiseta de color azul con motivo vintage de dragón en la zona pecho,azul,vintage,dragón,pecho
"Diseñar camiseta: elemento gráfico dragón, color blanco, estilo urbano, ubicación espalda",blanco,urbano,dragón,espalda
"Camiseta color azul, estilo urbano, con estampado de sol en zona pecho",azul,urbano,sol,pecho
"Quiero estampado de texto en zona pecho, color gris, estilo vintage",gris,vintage,texto,pecho
"Diseño de camiseta: gráfico de texto, color rojo, estilo vintage, posición espalda",rojo,vintage,texto,espalda
"Camiseta color blanco, estilo vintage, con estampado de sol en zona espalda",blanco,vintage,sol,espalda
"Necesito una camiseta con gráfico de texto en zona pecho, color gris, estilo retro",gris,retro,texto,pecho
"Diseñar camiseta: elemento gráfico calavera, color azul, estilo minimalista, ubicación espalda",azul,minimalista,calavera,espalda
"Camiseta con imagen de automóvil, color negro, estilo urbano, posición pecho",negro,urbano,automóvil,pecho
"Diseño para camiseta: águila en posición centrado, color negro, estilo visual vintage",negro,vintage,águila,centrado
"Diseño de camiseta: gráfico de calavera, color negro, estilo deportivo, posición espalda",negro,deportivo,calavera,espalda
"Quiero diseño de dragón en camiseta color azul, estilo deportivo, ubicado en centrado",azul,deportivo,dragón,centrado
"Camiseta color verde, estilo deportivo, con estampado de automóvil en zona esquina",verde,deportivo,automóvil,esquina
"Quiero una camiseta con diseño de árbol en estilo urbano, color rojo, posición esquina",rojo,urbano,árbol,esquina
"Camiseta color negro, estilo vintage, con estampado de texto en zona centrado",negro,vintage,texto,centrado
"Generar camiseta de estilo vintage, color rojo, imagen de águila en zona pecho",rojo,vintage,águila,pecho
"Diseño para camiseta: dragón en posición espalda, color gris, estilo visual retro",gris,retro,dragón,espalda
"Generar camiseta de estilo minimalista, color azul, imagen de dragón en zona esquina",azul,minimalista,dragón,esquina
"Generar camiseta de estilo retro, color gris, imagen de guitarra en zona pecho",gris,retro,guitarra,pecho
"Diseño de camiseta: gráfico de dragón, color gris, estilo minimalista, posición centrado",gris,minimalista,dragón,centrado
"Quiero una camiseta con diseño de lobo en estilo minimalista, color negro, posición pecho",negro,minimalista,lobo,pecho
"Quiero diseño de árbol en camiseta color verde, estilo vintage, ubicado en centrado",verde,vintage,árbol,centrado
"Diseñar camiseta: elemento gráfico águila, color verde, estilo minimalista, ubicación esquina",verde,minimalista,águila,esquina
"Generar camiseta de estilo vintage, color azul, imagen de guitarra en zona centrado",azul,vintage,guitarra,centrado
"Diseño para camiseta: montaña en posición centrado, color blanco, estilo visual deportivo",blanco,deportivo,montaña,centrado
"Crear camiseta de estilo retro con motivo de calavera en color azul, zona pecho",azul,retro,calavera,pecho
"Camiseta color negro, estilo deportivo, con estampado de lobo en zona pecho",negro,deportivo,lobo,pecho
"Necesito una camiseta con gráfico de montaña en zona pecho, color rojo, estilo deportivo",rojo,deportivo,montaña,pecho
"Diseño de camiseta: gráfico de árbol, color rojo, estilo deportivo, posición centrado",rojo,deportivo,árbol,centrado
"Diseño para camiseta: árbol en posición centrado, color gris, estilo visual deportivo",gris,deportivo,árbol,centrado
"Quiero diseño de calavera en camiseta color gris, estilo vintage, ubicado en espalda",gris,vintage,calavera,espalda
Camiseta de color blanco con motivo urbano de texto en la zona centrado,blanco,urbano,texto,centrado
"Quiero estampado de montaña en zona centrado, color azul, estilo minimalista",azul,minimalista,montaña,centrado
"Camiseta de color blanco, diseño de lobo, estilo minimalista, zona esquina",blanco,minimalista,lobo,esquina
"Camiseta color gris, estilo urbano, con estampado de lobo en zona espalda",gris,urbano,lobo,espalda
"Quiero una camiseta con diseño de guitarra en estilo vintage, color gris, posición centrado",gris,vintage,guitarra,centrado
"Generar camiseta de estilo deportivo, color blanco, imagen de texto en zona esquina",blanco,deportivo,texto,esquina
"Necesito una camiseta con gráfico de guitarra en zona esquina, color azul, estilo retro",azul,retro,guitarra,esquina
"Generar camiseta de estilo deportivo, color azul, imagen de calavera en zona esquina",azul,deportivo,calavera,esquina
"Quiero una camiseta con diseño de sol en estilo retro, color negro, posición espalda",negro,retro,sol,espalda
